	sample	project	condition	type	missing_metadata	cell_line	differentiated
1770	SRS3968737	SRP166108	control	liver	False	True	False
1771	SRS5915950	SRP238929	control	liver	False	False	False
1772	SRS3954669	SRP166108	control	liver	False	True	False
1773	SRS5904001	SRP238929	control	liver	False	False	False
1774	SRS213288	SRP007359	control	liver	False	False	False
1775	SRS3967331	SRP166108	control	liver	False	True	False
1776	SRS4466764	SRP187978	control	liver	False	False	False
1777	SRS5905265	SRP238929	control	liver	False	False	False
1778	SRS3967106	SRP166108	control	liver	False	True	False
1779	SRS3975828	SRP166108	control	liver	False	True	False
1780	SRS3968656	SRP166108	control	liver	False	True	False
1781	SRS3967016	SRP166108	control	liver	False	True	False
1782	SRS3982351	SRP166108	control	liver	False	True	False
1783	SRS5905333	SRP238929	control	liver	False	False	False
1784	SRS3976497	SRP166108	control	liver	False	True	False
1785	SRS3982714	SRP166108	control	liver	False	True	False
1786	SRS5897604	SRP238929	control	liver	False	False	False
1787	SRS5939858	SRP239423	control	liver	False	False	False
1788	SRS5895524	SRP238929	control	liver	False	False	False
1789	SRS5896017	SRP238929	control	liver	False	False	False
1790	SRS3969356	SRP166108	control	liver	False	True	False
1791	SRS5912941	SRP238929	control	liver	False	False	False
1792	SRS3967120	SRP166108	control	liver	False	True	False
1793	SRS5900766	SRP238929	control	liver	False	False	False
1794	SRS5912965	SRP238929	control	liver	False	False	False
1795	SRS3969682	SRP166108	control	liver	False	True	False
1796	SRS3968789	SRP166108	control	liver	False	True	False
1797	SRS5901370	SRP238929	control	liver	False	False	False
1798	SRS3974725	SRP166108	control	liver	False	True	False
1799	SRS4467339	SRP187978	control	liver	False	False	False
1800	SRS3982721	SRP166108	control	liver	False	True	False
1801	SRS3967340	SRP166108	control	liver	False	True	False
1802	SRS5915713	SRP238929	control	liver	False	False	False
1803	SRS3982343	SRP166108	control	liver	False	True	False
1804	SRS5909558	SRP238929	control	liver	False	False	False
1805	SRS5462227	SRP223896	control	liver	False	False	False
1806	SRS3957954	SRP166108	control	liver	False	True	False
1807	SRS4467550	SRP187978	control	liver	False	False	False
1808	SRS4466694	SRP187978	control	liver	False	False	False
1809	SRS3982292	SRP166108	control	liver	False	True	False
1810	SRS3968544	SRP166108	control	liver	False	True	False
1811	SRS5895479	SRP238929	control	liver	False	False	False
1812	SRS3981716	SRP166108	control	liver	False	True	False
1813	SRS5913115	SRP238929	control	liver	False	False	False
1814	SRS4742630	SRP197353	control	liver	False	False	False
1815	SRS5939886	SRP239423	control	liver	False	False	False
1816	SRS1017229	SRP012682	control	liver	False	False	False
1817	SRS5914319	SRP238929	control	liver	False	False	False
1818	SRS5912128	SRP238929	control	liver	False	False	False
1819	SRS3981648	SRP166108	control	liver	False	True	False
1820	SRS3982168	SRP166108	control	liver	False	True	False
1821	SRS937335	SRP058357	control	liver	False	False	False
1822	SRS3967086	SRP166108	control	liver	False	True	False
1823	SRS3959832	SRP166108	control	liver	False	True	False
1824	SRS3976665	SRP166108	control	liver	False	True	False
1825	SRS3975914	SRP166108	control	liver	False	True	False
1826	SRS5909253	SRP238929	control	liver	False	False	False
1827	SRS5895801	SRP238929	control	liver	False	False	False
1828	SRS3981751	SRP166108	control	liver	False	True	False
1829	SRS3958253	SRP166108	control	liver	False	True	False
1830	SRS3954672	SRP166108	control	liver	False	True	False
1831	SRS3957958	SRP166108	control	liver	False	True	False
1832	SRS3982248	SRP166108	control	liver	False	True	False
1833	SRS2068573	SRP102427	control	liver	False	False	False
1834	SRS3977166	SRP166108	control	liver	False	True	False
1835	SRS3969265	SRP166108	control	liver	False	True	False
1836	SRS5915405	SRP238929	control	liver	False	False	False
1837	SRS5902012	SRP238929	control	liver	False	False	False
1838	SRS5915047	SRP238929	control	liver	False	False	False
1839	SRS4467685	SRP187978	control	liver	False	False	False
1840	SRS3967052	SRP166108	control	liver	False	True	False
1841	SRS4188362	SRP174502	control	liver	False	True	False
1842	SRS5896541	SRP238929	control	liver	False	False	False
1843	SRS3975224	SRP166108	control	liver	False	True	False
1844	SRS5900573	SRP238929	control	liver	False	False	False
1845	SRS3982187	SRP166108	control	liver	False	True	False
1846	SRS3960142	SRP166108	control	liver	False	True	False
1847	SRS4466602	SRP187978	control	liver	False	False	False
1848	SRS4467219	SRP187978	control	liver	False	False	False
1849	SRS4466812	SRP187978	control	liver	False	False	False
1850	SRS5909241	SRP238929	control	liver	False	False	False
1851	SRS5902796	SRP238929	control	liver	False	False	False
1852	SRS5906416	SRP238929	control	liver	False	False	False
1853	SRS5907702	SRP238929	control	liver	False	False	False
1854	SRS3963871	SRP166108	control	liver	False	True	False
1855	SRS5905411	SRP238929	control	liver	False	False	False
1856	SRS3969187	SRP166108	control	liver	False	True	False
1857	SRS5907038	SRP238929	control	liver	False	False	False
1858	SRS5963136	SRP240640	control	liver	False	False	False
1859	SRS5901992	SRP238929	control	liver	False	False	False
1860	SRS3968581	SRP166108	control	liver	False	True	False
1861	SRS4467137	SRP187978	control	liver	False	False	False
1862	SRS5903878	SRP238929	control	liver	False	False	False
1863	SRS3970891	SRP166108	control	liver	False	True	False
1864	SRS3967160	SRP166108	control	liver	False	True	False
1865	SRS1266822	SRP068976	control	liver	False	False	False
1866	SRS5898855	SRP238929	control	liver	False	False	False
1867	SRS5899768	SRP238929	control	liver	False	False	False
1868	SRS3950029	SRP166108	control	liver	False	True	False
1869	SRS3981937	SRP166108	control	liver	False	True	False
1870	SRS4656437	SRP193323	control	liver	False	False	False
1871	SRS3954437	SRP166108	control	liver	False	True	False
1872	SRS3967278	SRP166108	control	liver	False	True	False
1873	SRS3976521	SRP166108	control	liver	False	True	False
1874	SRS5903916	SRP238929	control	liver	False	False	False
1875	SRS4466886	SRP187978	control	liver	False	False	False
1876	SRS4656477	SRP193323	control	liver	False	False	False
1877	SRS4467209	SRP187978	control	liver	False	False	False
1878	SRS4467391	SRP187978	control	liver	False	False	False
1879	SRS5895593	SRP238929	control	liver	False	False	False
1880	SRS3969954	SRP166108	control	liver	False	True	False
1881	SRS3969694	SRP166108	control	liver	False	True	False
1882	SRS5913525	SRP238929	control	liver	False	False	False
1883	SRS3967046	SRP166108	control	liver	False	True	False
1884	SRS4467014	SRP187978	control	liver	False	False	False
1885	SRS3975390	SRP166108	control	liver	False	True	False
1886	SRS5899500	SRP238929	control	liver	False	False	False
1887	SRS3981855	SRP166108	control	liver	False	True	False
1888	SRS2068584	SRP102427	control	liver	False	False	False
1889	SRS527997	SRP012682	control	liver	False	False	False
1890	SRS3968564	SRP166108	control	liver	False	True	False
1891	SRS5905480	SRP238929	control	liver	False	False	False
1892	SRS3967207	SRP166108	control	liver	False	True	False
1893	SRS3981860	SRP166108	control	liver	False	True	False
1894	SRS3967130	SRP166108	control	liver	False	True	False
1895	SRS937246	SRP058357	control	liver	False	False	False
1896	SRS5902711	SRP238929	control	liver	False	False	False
1897	SRS3975729	SRP166108	control	liver	False	True	False
1898	SRS5903534	SRP238929	control	liver	False	False	False
1899	SRS3977072	SRP166108	control	liver	False	True	False
1900	SRS3960209	SRP166108	control	liver	False	True	False
1901	SRS5910570	SRP238929	control	liver	False	False	False
1902	SRS5904751	SRP238929	control	liver	False	False	False
1903	SRS5939813	SRP239423	control	liver	False	False	False
1904	SRS3960002	SRP166108	control	liver	False	True	False
1905	SRS3975940	SRP166108	control	liver	False	True	False
1906	SRS4466890	SRP187978	control	liver	False	False	False
1907	SRS3976807	SRP166108	control	liver	False	True	False
1908	SRS3968772	SRP166108	control	liver	False	True	False
1909	SRS4467316	SRP187978	control	liver	False	False	False
1910	SRS3975820	SRP166108	control	liver	False	True	False
1911	SRS4466622	SRP187978	control	liver	False	False	False
1912	SRS5914957	SRP238929	control	liver	False	False	False
1913	SRS5905548	SRP238929	control	liver	False	False	False
1914	SRS3981986	SRP166108	control	liver	False	True	False
1915	SRS4467186	SRP187978	control	liver	False	False	False
1916	SRS5908053	SRP238929	control	liver	False	False	False
1917	SRS5915999	SRP238929	control	liver	False	False	False
1918	SRS3954494	SRP166108	control	liver	False	True	False
1919	SRS5904389	SRP238929	control	liver	False	False	False
1920	SRS3982833	SRP166108	control	liver	False	True	False
1921	SRS5912670	SRP238929	control	liver	False	False	False
1922	SRS3965960	SRP166108	control	liver	False	True	False
1923	SRS2068588	SRP102427	control	liver	False	False	False
1924	SRS5898247	SRP238929	control	liver	False	False	False
1925	SRS5915133	SRP238929	control	liver	False	False	False
1926	SRS3970156	SRP166108	control	liver	False	True	False
1927	SRS5901650	SRP238929	control	liver	False	False	False
1928	SRS2068594	SRP102427	control	liver	False	False	False
1929	SRS3967055	SRP166108	control	liver	False	True	False
1930	SRS3969094	SRP166108	control	liver	False	True	False
1931	SRS4466831	SRP187978	control	liver	False	False	False
1932	SRS5905122	SRP238929	control	liver	False	False	False
1933	SRS3977127	SRP166108	control	liver	False	True	False
1934	SRS4467229	SRP187978	control	liver	False	False	False
1935	SRS5900574	SRP238929	control	liver	False	False	False
1936	SRS3969824	SRP166108	control	liver	False	True	False
1937	SRS5903388	SRP238929	control	liver	False	False	False
1938	SRS3967346	SRP166108	control	liver	False	True	False
1939	SRS5906611	SRP238929	control	liver	False	False	False
1940	SRS3982339	SRP166108	control	liver	False	True	False
1941	SRS5913346	SRP238929	control	liver	False	False	False
1942	SRS4466797	SRP187978	control	liver	False	False	False
1943	SRS5910303	SRP238929	control	liver	False	False	False
1944	SRS5897102	SRP238929	control	liver	False	False	False
1945	SRS3982565	SRP166108	control	liver	False	True	False
1946	SRS5914858	SRP238929	control	liver	False	False	False
1947	SRS5906967	SRP238929	control	liver	False	False	False
1948	SRS3969194	SRP166108	control	liver	False	True	False
1949	SRS5899319	SRP238929	control	liver	False	False	False
1950	SRS5895962	SRP238929	control	liver	False	False	False
1951	SRS3954509	SRP166108	control	liver	False	True	False
1952	SRS4466547	SRP187978	control	liver	False	False	False
1953	SRS5907249	SRP238929	control	liver	False	False	False
1954	SRS4467923	SRP187978	control	liver	False	False	False
1955	SRS3963867	SRP166108	control	liver	False	True	False
1956	SRS3954486	SRP166108	control	liver	False	True	False
1957	SRS5897835	SRP238929	control	liver	False	False	False
1958	SRS3969161	SRP166108	control	liver	False	True	False
1959	SRS5905928	SRP238929	control	liver	False	False	False
1960	SRS3982146	SRP166108	control	liver	False	True	False
1961	SRS3969319	SRP166108	control	liver	False	True	False
1962	SRS639207	SRP012682	control	liver	False	False	False
1963	SRS3950011	SRP166108	control	liver	False	True	False
1964	SRS3969314	SRP166108	control	liver	False	True	False
1965	SRS5901745	SRP238929	control	liver	False	False	False
1966	SRS3966996	SRP166108	control	liver	False	True	False
1967	SRS5900437	SRP238929	control	liver	False	False	False
1968	SRS1667462	SRP012682	control	liver	False	False	False
1969	SRS3982597	SRP166108	control	liver	False	True	False
1970	SRS5905516	SRP238929	control	liver	False	False	False
1971	SRS5913789	SRP238929	control	liver	False	False	False
1972	SRS5905455	SRP238929	control	liver	False	False	False
1973	SRS5898601	SRP238929	control	liver	False	False	False
1974	SRS3967284	SRP166108	control	liver	False	True	False
1975	SRS3949804	SRP166108	control	liver	False	True	False
1976	SRS4466675	SRP187978	control	liver	False	False	False
1977	SRS3974786	SRP166108	control	liver	False	True	False
1978	SRS3967087	SRP166108	control	liver	False	True	False
1979	SRS5907972	SRP238929	control	liver	False	False	False
1980	SRS3969293	SRP166108	control	liver	False	True	False
1981	SRS5912370	SRP238929	control	liver	False	False	False
1982	SRS1089564	SRP064138	control	liver	False	False	False
1983	SRS3982381	SRP166108	control	liver	False	True	False
1984	SRS5939907	SRP239423	control	liver	False	False	False
1985	SRS3959687	SRP166108	control	liver	False	True	False
1986	SRS479335	SRP029889	control	liver	False	False	False
1987	SRS4466813	SRP187978	control	liver	False	False	False
1988	SRS3963841	SRP166108	control	liver	False	True	False
1989	SRS1266829	SRP068976	control	liver	False	False	False
1990	SRS4467922	SRP187978	control	liver	False	False	False
1991	SRS3967255	SRP166108	control	liver	False	True	False
1992	SRS3963906	SRP166108	control	liver	False	True	False
1993	SRS5899361	SRP238929	control	liver	False	False	False
1994	SRS4467320	SRP187978	control	liver	False	False	False
1995	SRS3968814	SRP166108	control	liver	False	True	False
1996	SRS5462200	SRP223896	control	liver	False	False	False
1997	SRS3963757	SRP166108	control	liver	False	True	False
1998	SRS3978209	SRP166108	control	liver	False	True	False
1999	SRS4467087	SRP187978	control	liver	False	False	False
2000	SRS4467075	SRP187978	control	liver	False	False	False
2001	SRS3976607	SRP166108	control	liver	False	True	False
2002	SRS1667481	SRP012682	control	liver	False	False	False
2003	SRS5902798	SRP238929	control	liver	False	False	False
2004	SRS3958096	SRP166108	control	liver	False	True	False
2005	SRS4467691	SRP187978	control	liver	False	False	False
2006	SRS3970708	SRP166108	control	liver	False	True	False
2007	SRS5902276	SRP238929	control	liver	False	False	False
2008	SRS1266835	SRP068976	control	liver	False	False	False
2009	SRS5909842	SRP238929	control	liver	False	False	False
2010	SRS4466988	SRP187978	control	liver	False	False	False
2011	SRS3982219	SRP166108	control	liver	False	True	False
2012	SRS3975731	SRP166108	control	liver	False	True	False
2013	SRS3965888	SRP166108	control	liver	False	True	False
2014	SRS3968865	SRP166108	control	liver	False	True	False
2015	SRS979196	SRP060355	control	liver	False	False	False
2016	SRS5907290	SRP238929	control	liver	False	False	False
2017	SRS5914351	SRP238929	control	liver	False	False	False
2018	SRS1537636	SRP077751	control	liver	False	False	False
2019	SRS4656435	SRP193323	control	liver	False	False	False
2020	SRS5898940	SRP238929	control	liver	False	False	False
2021	SRS3968620	SRP166108	control	liver	False	True	False
2022	SRS3958094	SRP166108	control	liver	False	True	False
2023	SRS3977303	SRP166108	control	liver	False	True	False
2024	SRS3982386	SRP166108	control	liver	False	True	False
2025	SRS5912961	SRP238929	control	liver	False	False	False
2026	SRS3954510	SRP166108	control	liver	False	True	False
2027	SRS3960297	SRP166108	control	liver	False	True	False
2028	SRS5908013	SRP238929	control	liver	False	False	False
2029	SRS3981826	SRP166108	control	liver	False	True	False
2030	SRS3981868	SRP166108	control	liver	False	True	False
2031	SRS4467394	SRP187978	control	liver	False	False	False
2032	SRS3969125	SRP166108	control	liver	False	True	False
2033	SRS3981687	SRP166108	control	liver	False	True	False
2034	SRS5909235	SRP238929	control	liver	False	False	False
